Acad Group,Subject,Catalog Number,Class Section,studentid,Consent,Sex,Prim Prog
ASC,PSYC, 100A,005,10090196,3,F,BSCH
ASC,PSYC, 100A,005,10089301,3,F,BSCH
ASC,PSYC, 100A,005,10085221,3,F,BSCH
ASC,PSYC, 100A,005,10086171,3,F,BSCH
ASC,PSYC, 100A,005,10091466,3,F,BAH
ASC,PSYC, 100A,005,10044109,3,M,BSC
ASC,PSYC, 100A,005,10113266,3,M,BAH
ASC,PSYC, 100A,005,10122152,3,F,BAH
ASC,PSYC, 100A,005,10085591,3,F,BSCH
ASC,PSYC, 100A,005,10085933,3,M,BSCH
ASC,PSYC, 100A,005,10106105,3,F,BAH
ASC,PSYC, 100A,005,10080476,3,F,BAH
ASC,PSYC, 100A,005,10085832,3,M,BSCH
ASC,PSYC, 100A,005,06197191,3,F,BSCH
ASC,PSYC, 100A,005,10104559,3,F,BAH
ASC,PSYC, 100A,005,05149850,3,F,BA
ASC,PSYC, 100A,005,10113208,3,F,BAH
ASC,PSYC, 100A,006,10089248,3,M,BSCH
ASC,PSYC, 100A,006,10089283,3,F,BAH
ASC,PSYC, 100A,006,10085531,3,F,BSCH
ASC,PSYC, 100A,006,10102048,3,F,BAH
ASC,PSYC, 100A,006,10090083,3,F,BSCH
ASC,PSYC, 100A,006,10118861,3,F,UASC
ASC,PSYC, 100A,006,10098942,3,M,BAH
ASC,PSYC, 100A,006,10110541,3,F,BAH
ASC,PSYC, 100A,006,10061929,3,F,BSC
ASC,PSYC, 100A,006,10099844,3,F,BAH
ASC,PSYC, 100A,006,10094365,3,F,BSCH
ASC,PSYC, 100A,006,10089335,3,F,BSCH
ASC,PSYC, 100A,006,10094450,3,M,BAH
ASC,PSYC, 100A,006,10090755,3,M,BAH
ASC,PSYC, 100A,006,10089164,3,F,BSCH
ASC,PSYC, 100A,006,10090443,3,F,BSCH
ASC,PSYC, 100A,006,10096278,3,F,BAH
ASC,PSYC, 100A,006,10105118,3,F,BAH
ASC,PSYC, 100A,006,10096087,3,F,BAH
ASC,PSYC, 100A,006,10096376,3,F,BAH
ASC,PSYC, 100A,006,10083586,3,F,BSCH
ASC,PSYC, 100A,006,10093735,3,F,BAH
ASC,PSYC, 100A,007,10090856,3,F,BSCH
ASC,PSYC, 100A,007,10093896,3,M,BSCH
ASC,PSYC, 100A,007,10084134,3,F,BAH
ASC,PSYC, 100A,007,10122339,3,F,BAH
ASC,PSYC, 100A,007,10085096,3,F,BAH
ASC,PSYC, 100A,007,10097072,3,F,BAH
ASC,PSYC, 100A,007,10041736,3,F,BCOM
ASC,PSYC, 100A,007,10085077,3,M,BAH
ASC,PSYC, 100A,007,10091517,3,F,BSCH
ASC,PSYC, 100A,007,10008336,3,M,BAH
ASC,PSYC, 100A,007,10093181,3,F,BSCH
ASC,PSYC, 100A,008,10028141,3,M,BAH
ASC,PSYC, 100A,008,10105494,3,F,BAH
ASC,PSYC, 100A,008,10030861,3,F,BSCH
ASC,PSYC, 100A,008,10107549,3,F,BAH
ASC,PSYC, 100A,008,10086354,3,F,BSCH
ASC,PSYC, 100A,008,10097586,3,F,BAH
ASC,PSYC, 100A,008,10104863,3,F,BAH
ASC,PSYC, 100A,008,10093248,3,M,BSCH
ASC,PSYC, 100A,008,10104747,3,F,BAH
ASC,PSYC, 100A,008,10089179,3,F,BAH
ASC,PSYC, 100A,008,10112228,3,M,BAH
ASC,PSYC, 100A,008,10099375,3,F,BAH
ASC,PSYC, 100A,008,10105369,3,F,BAH
ASC,PSYC, 100A,009,10108217,3,F,BAH
ASC,PSYC, 100A,009,10095451,3,F,BAH
ASC,PSYC, 100A,009,10107451,3,F,BAH
ASC,PSYC, 100A,009,10093771,3,F,BAH
ASC,PSYC, 100A,009,10095353,3,F,BSCH
ASC,PSYC, 100A,009,10099819,3,M,BAH
ASC,PSYC, 100A,009,10060944,3,F,BAH
ASC,PSYC, 100A,009,10109587,3,F,BAH
ASC,PSYC, 100A,009,06256274,3,M,BAH
ASC,PSYC, 100A,009,10091552,3,F,BSCH
ASC,PSYC, 100A,009,10094254,3,F,BAH
ASC,PSYC, 100A,009,10094856,3,F,BAH
ASC,PSYC, 100A,009,10090507,3,F,BAH
ASC,PSYC, 100A,010,10056840,3,M,BAH
ASC,PSYC, 100A,010,10103794,3,F,BAH
ASC,PSYC, 100A,010,10098288,3,M,BAH
ASC,PSYC, 100A,010,10058456,3,F,BAH
ASC,PSYC, 100A,010,10085562,3,F,BSCH
ASC,PSYC, 100A,010,10094991,3,F,BSCH
ASC,PSYC, 100A,010,10063367,3,F,BSCH
ASC,PSYC, 100A,010,10093574,3,F,BSCH
ASC,PSYC, 100A,010,10099400,3,M,BAH
ASC,PSYC, 100A,010,10107144,3,F,BSCH
ASC,PSYC, 100A,010,06331074,3,M,BSC
ASC,PSYC, 100A,010,10111868,3,M,BAH
ASC,PSYC, 100A,010,10119525,3,F,BSCH
ASC,PSYC, 100A,010,10106903,3,M,BAH
ASC,PSYC, 100A,010,10083968,3,M,BAH
ASC,PSYC, 100A,010,10052951,3,M,BSCH
ASC,PSYC, 100A,010,10053144,3,M,BCOM
ASC,PSYC, 100A,010,10048230,3,F,BSCH
ASC,PSYC, 100A,011,10049052,3,F,BAH
ASC,PSYC, 100A,011,10103745,3,F,BAH
ASC,PSYC, 100A,011,10106738,3,M,BAH
ASC,PSYC, 100A,011,10091756,3,F,BAH
ASC,PSYC, 100A,011,10093299,3,M,BAH
ASC,PSYC, 100A,011,10050304,3,M,BAH
ASC,PSYC, 100A,011,10107243,3,F,BAH
ASC,PSYC, 100A,011,10094262,3,F,BAH
ASC,PSYC, 100A,011,10105045,3,F,BAH
ASC,PSYC, 100A,011,10102708,3,M,BSCH
ASC,PSYC, 100A,012,10106193,3,M,BSCH
ASC,PSYC, 100A,012,10089886,3,F,BSCH
ASC,PSYC, 100A,012,10110300,3,M,BAH
ASC,PSYC, 100A,012,10093899,3,F,BAH
ASC,PSYC, 100A,012,10109198,3,M,BAH
ASC,PSYC, 100A,012,10103669,3,M,BSCH
ASC,PSYC, 100A,012,10100876,3,F,BAH
ASC,PSYC, 100A,012,10112722,3,M,BAH
ASC,PSYC, 100A,012,10101405,3,F,BAH
ASC,PSYC, 100A,012,10093700,3,F,BAH
ASC,PSYC, 100A,012,10091743,3,F,BAH
ASC,PSYC, 100A,012,10095878,3,F,BAH
ASC,PSYC, 100A,012,10101152,3,F,BAH
ASC,PSYC, 100A,012,10119943,3,F,BAH
ASC,PSYC, 100A,012,10094599,3,F,BAH
ASC,PSYC, 100A,013,10107105,3,F,BAH
ASC,PSYC, 100A,013,10107325,3,M,BCMPH
ASC,PSYC, 100A,014,10105077,3,M,BSCH
ASC,PSYC, 100A,014,10106475,3,F,BAH
ASC,PSYC, 100A,014,10091487,3,F,BAH
ASC,PSYC, 100A,014,10024208,3,M,BSCH
ASC,PSYC, 100A,014,10108642,3,F,BAH
ASC,PSYC, 100A,014,10110189,3,F,BAH
ASC,PSYC, 100A,014,10105464,3,F,BAH
ASC,PSYC, 100A,014,10092714,3,F,BAH
ASC,PSYC, 100A,014,10099866,3,F,BAH
ASC,PSYC, 100A,014,10108934,3,M,BAH
ASC,PSYC, 100A,014,10100356,3,M,BSCH
ASC,PSYC, 100A,015,10090136,3,F,BNSC
ASC,PSYC, 100A,015,10091651,3,F,BNSC
ASC,PSYC, 100A,015,10090861,3,M,BNSC
ASC,PSYC, 100A,015,10089429,3,F,BNSC
ASC,PSYC, 100A,015,10091551,3,F,BNSC
ASC,PSYC, 100A,015,10089865,3,F,BNSC
ASC,PSYC, 100A,015,10090834,3,M,BNSC
ASC,PSYC, 100A,015,10087054,3,F,BNSC
ASC,PSYC, 100A,015,10092118,3,F,BSCH
ASC,PSYC, 100A,015,10105967,3,F,BAH
ASC,PSYC, 100A,015,10090180,3,F,BNSC
ASC,PSYC, 100A,015,10091176,3,F,BNSC
ASC,PSYC, 100A,015,10062198,3,M,BSCH
ASC,PSYC, 100A,015,10092268,3,F,BNSC
ASC,PSYC, 100A,015,10090901,3,F,BNSC
ASC,PSYC, 100A,015,10090461,3,F,BNSC
ASC,PSYC, 100A,015,10086856,3,F,BNSC
ASC,PSYC, 100A,016,10109206,3,F,BAH
ASC,PSYC, 100A,016,10089347,3,F,BSCH
ASC,PSYC, 100A,016,10089116,3,F,BSCH
ASC,PSYC, 100A,016,10113223,3,F,BSCH
ASC,PSYC, 100A,016,10094871,3,F,BAH
ASC,PSYC, 100A,016,10109949,3,F,BAH
ASC,PSYC, 100A,016,10085147,3,F,BAH
ASC,PSYC, 100A,016,10104475,3,F,BAH
ASC,PSYC, 100A,016,10103927,3,F,BAH
ASC,PSYC, 100A,016,10096638,3,F,BAH
ASC,PSYC, 100A,016,10099104,3,F,BAH
ASC,PSYC, 100A,016,10084577,3,F,BSCH
ASC,PSYC, 100A,016,10063413,3,F,BSCH
ASC,PSYC, 100A,017,10107607,3,M,BAH
ASC,PSYC, 100A,017,10102226,3,M,BCMPH
ASC,PSYC, 100A,017,10102218,3,M,BAH
ASC,PSYC, 100A,017,10058583,3,F,BSCH
ASC,PSYC, 100A,017,10089137,3,F,BAH
ASC,PSYC, 100A,017,10089797,3,F,BAH
ASC,PSYC, 100A,017,10098634,3,F,BSCH
ASC,PSYC, 100A,017,10092688,3,F,BAH
ASC,PSYC, 100A,017,10050508,3,F,BSCH
ASC,PSYC, 100A,017,10058316,3,F,BAH
ASC,PSYC, 100A,017,10092390,3,F,BSCH
ASC,PSYC, 100A,017,10101960,3,F,BAH
ASC,PSYC, 100A,018,10045086,3,M,BCOM
ASC,PSYC, 100A,018,10097566,3,F,BAH
ASC,PSYC, 100A,018,10094242,3,F,BAH
ASC,PSYC, 100A,018,10094751,3,F,BAH
ASC,PSYC, 100A,018,10111168,3,F,BAH
ASC,PSYC, 100A,018,10054696,3,F,BAH
ASC,PSYC, 100A,018,10095518,3,F,BAH
ASC,PSYC, 100A,018,10090646,3,F,BAH
ASC,PSYC, 100A,018,10021336,3,F,BSCH
ASC,PSYC, 100A,018,10095522,3,F,BAH
ASC,PSYC, 100A,018,10066493,3,F,BSCH
ASC,PSYC, 100A,018,10089847,3,F,BAH
ASC,PSYC, 100A,018,10092322,3,F,BAH
ASC,PSYC, 100A,018,10095672,3,F,BAH
ASC,PSYC, 100A,018,10091115,3,F,BAH
ASC,PSYC, 100A,018,10089158,3,F,BAH
ASC,PSYC, 100A,018,10066716,3,F,BSC
ASC,PSYC, 100A,018,10090444,3,F,BAH
ASC,PSYC, 100A,018,10109623,3,M,BAH
ASC,PSYC, 100A,018,10020726,3,F,BSCH
ASC,PSYC, 100A,018,10102669,3,F,BSCH
ASC,PSYC, 100A,019,10099014,3,F,BSCH
ASC,PSYC, 100A,019,10043217,3,F,BSCH
ASC,PSYC, 100A,019,10045233,3,F,BAH
ASC,PSYC, 100A,019,10094492,3,F,BSCH
ASC,PSYC, 100A,019,10104970,3,M,BAH
ASC,PSYC, 100A,019,10096952,3,M,BSCH
ASC,PSYC, 100A,019,10101621,3,F,BAH
ASC,PSYC, 100A,019,10097382,3,M,BSCH
ASC,PSYC, 100A,019,10097597,3,F,BSCH
ASC,PSYC, 100A,019,10094255,3,F,BAH
ASC,PSYC, 100A,019,10096758,3,M,BSCH
ASC,PSYC, 100A,019,10098455,3,F,BSCH
ASC,PSYC, 100A,019,10098898,3,F,BSCH
ASC,PSYC, 100A,019,10090371,3,M,BAH
ASC,PSYC, 100A,019,10058309,3,F,BSC
ASC,PSYC, 100A,019,10049439,3,F,BSCH
ASC,PSYC, 100A,019,10066566,3,F,BSCH
ASC,PSYC, 100A,020,10052250,3,M,BAH
ASC,PSYC, 100A,020,06220674,3,M,BSCH
ASC,PSYC, 100A,020,10091425,3,F,BAH
ASC,PSYC, 100A,020,10110127,3,M,BAH
ASC,PSYC, 100A,020,10122297,3,M,BCMPH
ASC,PSYC, 100A,020,10110407,3,F,BSCH
ASC,PSYC, 100A,020,10095225,3,F,BAH
ASC,PSYC, 100A,020,10059647,3,F,BSCH
ASC,PSYC, 100A,021,10111291,3,M,BCMPH
ASC,PSYC, 100A,021,10112225,3,F,BAH
ASC,PSYC, 100A,021,06325317,3,M,BAH
ASC,PSYC, 100A,022,10097590,3,F,BSCH
ASC,PSYC, 100A,022,10103461,3,F,BAH
ASC,PSYC, 100A,022,10091259,3,F,BSCH
ASC,PSYC, 100A,023,10107272,3,F,BNSC
ASC,PSYC, 100A,023,10101110,3,F,BNSC
ASC,PSYC, 100A,023,10103787,3,F,BNSC
ASC,PSYC, 100A,023,10102642,3,F,BNSC
ASC,PSYC, 100A,023,10108657,3,F,BNSC
ASC,PSYC, 100A,023,10102140,3,F,BNSC
ASC,PSYC, 100A,023,10097146,3,F,BAH
ASC,PSYC, 100A,023,10105926,3,F,BNSC
ASC,PSYC, 100A,023,10056276,3,F,BSC
ASC,PSYC, 100A,023,10108577,3,F,BNSC
ASC,PSYC, 100A,023,10108103,3,F,BNSC
ASC,PSYC, 100A,024,10111104,3,F,BAH
ASC,PSYC, 100A,024,10109147,3,F,BAH
ASC,PSYC, 100A,024,10085346,3,F,BAH
ASC,PSYC, 100A,024,10103762,3,F,BSCH
ASC,PSYC, 100A,024,10109017,3,F,BAH
ASC,PSYC, 100A,024,10104514,3,F,BSCH
ASC,PSYC, 100A,024,10109917,3,F,BSCH
ASC,PSYC, 100A,024,10109665,3,F,BSCH
ASC,PSYC, 100A,024,10091470,3,F,BAH
ASC,PSYC, 100A,024,10104521,3,F,BSCH
ASC,PSYC, 100A,025,10102291,3,F,BAH
ASC,PSYC, 100A,025,10090028,3,F,BAH
ASC,PSYC, 100A,025,10092522,3,M,BSCH
ASC,PSYC, 100A,025,10083557,3,M,BCMPH
ASC,PSYC, 100A,025,10093468,3,F,BSCH
ASC,PSYC, 100A,025,10097058,3,F,BSCH
ASC,PSYC, 100A,025,10048221,3,F,BSCH
ASC,PSYC, 100A,025,10107102,3,F,BAH
ASC,PSYC, 100A,025,10085572,3,M,BSCH
ASC,PSYC, 100A,025,10090484,3,F,BSCH
ASC,PSYC, 100A,025,10091705,3,F,BAH
ASC,PSYC, 100A,026,05999239,3,F,BMUS
ASC,PSYC, 100A,026,10105774,3,F,BAH
ASC,PSYC, 100A,026,10094557,3,F,BSCH
ASC,PSYC, 100A,026,10061237,3,F,BAH
ASC,PSYC, 100A,026,10094390,3,M,BSCH
ASC,PSYC, 100A,026,10094883,3,F,BAH
ASC,PSYC, 100A,026,10096827,3,F,BAH
ASC,PSYC, 100A,026,10092159,3,F,BAH
ASC,PSYC, 100A,026,06059631,3,F,BA
ASC,PSYC, 100A,027,10106416,3,F,BAH
ASC,PSYC, 100A,027,10086440,3,F,BSCH
ASC,PSYC, 100A,027,10097647,3,M,BAH
ASC,PSYC, 100A,027,10061036,3,M,BSCH
ASC,PSYC, 100A,027,10105111,3,M,BSCH
ASC,PSYC, 100A,027,10084064,3,M,BAH
ASC,PSYC, 100A,027,10102096,3,F,BSCH
ASC,PSYC, 100A,027,10086392,3,F,BSCH
ASC,PSYC, 100A,027,10097381,3,F,BSCH
ASC,PSYC, 100A,028,10092367,3,F,BPHEH
ASC,PSYC, 100A,028,10093775,3,M,BPHEH
ASC,PSYC, 100A,028,10053108,3,F,BPHEH
ASC,PSYC, 100A,028,10113887,3,M,BCMPH
ASC,PSYC, 100A,028,10099300,3,F,BAH
ASC,PSYC, 100A,028,10092853,3,F,BAH
ASC,PSYC, 100A,028,10085245,3,M,BPHEH
ASC,PSYC, 100A,028,10093708,3,M,BPHEH
ASC,PSYC, 100A,028,10093724,3,F,BPHEH
ASC,PSYC, 100A,029,10095989,3,M,BAH
ASC,PSYC, 100A,030,10094769,3,F,BAH
ASC,PSYC, 100A,030,10100518,3,F,BSCH
ASC,PSYC, 100A,030,10086994,3,M,BAH
ASC,PSYC, 100A,030,10091822,3,F,BAH
ASC,PSYC, 100A,030,10100155,3,F,BAH
ASC,PSYC, 100A,030,10106930,3,F,BAH
ASC,PSYC, 100A,030,10100847,3,M,BAH
ASC,PSYC, 100A,030,10093265,3,F,BAH
ASC,PSYC, 100A,030,10110255,3,M,BAH
ASC,PSYC, 100A,030,10106586,3,F,BAH
ASC,PSYC, 100A,030,10019083,3,F,BAH
ASC,PSYC, 100A,031,10106232,3,F,BFAH
ASC,PSYC, 100A,031,10099382,3,F,BAH
ASC,PSYC, 100A,031,10085932,3,F,BAH
ASC,PSYC, 100A,031,10097685,3,F,BSCH
ASC,PSYC, 100A,031,10102830,3,F,BSCH
ASC,PSYC, 100A,031,10085364,3,F,BSCH
ASC,PSYC, 100A,031,10061031,3,F,BAH
ASC,PSYC, 100A,031,10105588,3,F,BAH
ASC,PSYC, 100A,031,10053911,3,M,BAH
ASC,PSYC, 100A,031,10072819,3,F,BSCH
ASC,PSYC, 100A,032,10095556,3,F,BAH
ASC,PSYC, 100A,032,10111312,3,M,BAH
ASC,PSYC, 100A,032,10101315,3,F,BAH
ASC,PSYC, 100A,032,10091125,3,F,BPHEH
ASC,PSYC, 100A,032,10094161,3,F,BSCH
ASC,PSYC, 100A,032,10099604,3,F,BAH
ASC,PSYC, 100A,032,10098290,3,F,BAH
ASC,PSYC, 100A,032,10091426,3,F,BAH
ASC,PSYC, 100A,032,10113943,3,F,BCMPH
ASC,PSYC, 100A,032,10097208,3,F,BSCH
ASC,PSYC, 100A,032,10098167,3,F,BAH
ASC,PSYC, 100A,032,10064841,3,F,BSCH
ASC,PSYC, 100A,032,10092491,3,F,BPHEH
ASC,PSYC, 100A,032,10051516,3,F,BAH
ASC,PSYC, 100A,033,10103742,3,F,BAH
ASC,PSYC, 100A,033,10103525,3,F,BAH
ASC,PSYC, 100A,033,10104890,3,F,BAH
ASC,PSYC, 100A,033,10108945,3,F,BAH
ASC,PSYC, 100A,033,10092989,3,F,BAH
ASC,PSYC, 100A,033,10102110,3,F,BAH
ASC,PSYC, 100A,033,10012330,3,M,BSCH
ASC,PSYC, 100A,033,10093704,3,F,BAH
ASC,PSYC, 100A,033,10108929,3,F,BAH
ASC,PSYC, 100A,033,10076601,3,M,BAH
ASC,PSYC, 100A,034,10086811,3,F,BAH
ASC,PSYC, 100A,034,10111893,3,F,BSCH
ASC,PSYC, 100A,034,10097883,3,F,BAH
ASC,PSYC, 100A,034,10107412,3,M,BAH
ASC,PSYC, 100A,034,10094234,3,M,BAH
ASC,PSYC, 100A,035,10093604,3,F,BSCH
ASC,PSYC, 100A,035,10084849,3,M,BAH
ASC,PSYC, 100A,035,10093453,3,M,BSCH
ASC,PSYC, 100A,035,10114810,3,F,BAH
ASC,PSYC, 100A,035,05774319,3,F,BSC
ASC,PSYC, 100A,035,10100083,3,M,BAH
ASC,PSYC, 100A,035,10085835,3,F,BAH
ASC,PSYC, 100A,036,10095802,3,F,BAH
ASC,PSYC, 100A,036,10090729,3,F,BAH
ASC,PSYC, 100A,036,10103717,3,M,BSCH
ASC,PSYC, 100A,036,10098298,3,F,BAH
ASC,PSYC, 100A,036,10112160,3,F,BSCH
ASC,PSYC, 100A,036,10098311,3,F,BAH
ASC,PSYC, 100A,036,10093419,3,F,BAH
ASC,PSYC, 100A,036,10095725,3,M,BAH
ASC,PSYC, 100A,036,10110351,3,F,BAH
ASC,PSYC, 100A,036,10084795,3,F,BAH
ASC,PSYC, 100A,036,10092349,3,F,BAH
ASC,PSYC, 100A,036,10096513,3,F,BSCH
ASC,PSYC, 100A,036,10092634,3,F,BSCH
ASC,PSYC, 100A,037,06243276,3,F,BSCH
ASC,PSYC, 100A,037,10091592,3,F,BSCH
ASC,PSYC, 100A,037,10090740,3,F,BAH
ASC,PSYC, 100A,037,10091276,3,F,BSCH
ASC,PSYC, 100A,037,10072183,3,M,BMUS
ASC,PSYC, 100A,037,10103601,3,F,BSCH
ASC,PSYC, 100A,037,10086173,3,F,BSCH
ASC,PSYC, 100A,037,10105596,3,F,BAH
ASC,PSYC, 100A,037,10083732,3,M,BSCH
ASC,PSYC, 100A,037,10072787,3,M,BAH
ASC,PSYC, 100A,037,10102174,3,M,BSCH
ASC,PSYC, 100A,037,10089310,3,F,BSCH
ASC,PSYC, 100A,038,10005692,3,M,BAH
ASC,PSYC, 100A,038,10101377,3,M,BAH
ASC,PSYC, 100A,038,10083648,3,F,BSCH
ASC,PSYC, 100A,038,10113846,3,F,BAH
ASC,PSYC, 100A,038,10094738,3,F,BAH
