Acad Group,Subject,Catalog Number,Class Section,studentid,Consent,Sex,Prim Prog
ASC,PSYC, 100A,022,10059548,2,F,BAH
ASC,PSYC, 100A,022,10108991,2,M,BAH
ASC,PSYC, 100A,022,10057016,2,F,BAH
ASC,PSYC, 100A,023,10020932,2,F,BSCH
ASC,PSYC, 100A,023,10090892,2,F,BAH
ASC,PSYC, 100A,023,10099490,2,F,BSCH
ASC,PSYC, 100A,023,10103517,2,M,BSCH
ASC,PSYC, 100A,023,10103141,2,F,BNSC
ASC,PSYC, 100A,023,10103353,2,M,BNSC
ASC,PSYC, 100A,023,10045511,2,M,BSCH
ASC,PSYC, 100A,023,10103732,2,F,BNSC
ASC,PSYC, 100A,023,10085210,2,F,BAH
ASC,PSYC, 100A,023,10103741,2,F,BNSC
ASC,PSYC, 100A,023,10101287,2,F,BNSC
ASC,PSYC, 100A,023,10107212,2,F,BNSC
ASC,PSYC, 100A,023,10103648,2,F,BSCH
ASC,PSYC, 100A,023,10106334,2,F,BNSC
ASC,PSYC, 100A,023,10102209,2,F,BSCH
ASC,PSYC, 100A,023,10104695,2,F,BNSC
ASC,PSYC, 100A,024,10091638,2,F,BSCH
ASC,PSYC, 100A,024,10103709,2,M,BSCH
ASC,PSYC, 100A,024,10086681,2,F,BSCH
ASC,PSYC, 100A,024,10106311,2,M,BSCH
ASC,PSYC, 100A,024,10111899,2,M,BAH
ASC,PSYC, 100A,024,10090347,2,F,BPHEH
ASC,PSYC, 100A,024,10098250,2,F,BAH
ASC,PSYC, 100A,024,10086022,2,F,BAH
ASC,PSYC, 100A,024,10103862,2,F,BSCH
ASC,PSYC, 100A,024,10094455,2,F,BSCH
ASC,PSYC, 100A,025,10096766,2,M,BAH
ASC,PSYC, 100A,025,10089717,2,F,BAH
ASC,PSYC, 100A,025,10097060,2,M,BSCH
ASC,PSYC, 100A,025,10097147,2,F,BAH
ASC,PSYC, 100A,025,10048377,2,F,BSCH
ASC,PSYC, 100A,025,10018929,2,F,BSCH
ASC,PSYC, 100A,025,10108729,2,F,BAH
ASC,PSYC, 100A,025,10089135,2,F,BSCH
ASC,PSYC, 100A,025,06198690,2,F,BAH
ASC,PSYC, 100A,025,10100219,2,F,BAH
ASC,PSYC, 100A,026,10092411,2,F,BAH
ASC,PSYC, 100A,026,10094402,2,F,BSCH
ASC,PSYC, 100A,026,10094756,2,F,BSCH
ASC,PSYC, 100A,026,10093685,2,F,BSCH
ASC,PSYC, 100A,026,10058930,2,F,BSCH
ASC,PSYC, 100A,026,10094640,2,F,BSCH
ASC,PSYC, 100A,026,10104853,2,M,BCMPH
ASC,PSYC, 100A,026,10100392,2,F,BAH
ASC,PSYC, 100A,026,10093769,2,M,BSCH
ASC,PSYC, 100A,026,10091388,2,F,BSCH
ASC,PSYC, 100A,026,10105860,2,M,BAH
ASC,PSYC, 100A,026,10094380,2,F,BSCH
ASC,PSYC, 100A,026,10097737,2,F,BAH
ASC,PSYC, 100A,026,10100908,2,F,BAH
ASC,PSYC, 100A,026,10094431,2,M,BSCH
ASC,PSYC, 100A,027,10058357,2,F,BA
ASC,PSYC, 100A,027,10059915,2,F,BSCH
ASC,PSYC, 100A,027,10029696,2,M,BA
ASC,PSYC, 100A,027,10107232,2,F,BSCH
ASC,PSYC, 100A,027,10093321,2,F,BSCH
ASC,PSYC, 100A,027,06201033,2,M,BMUS
ASC,PSYC, 100A,027,10013441,2,F,BAH
ASC,PSYC, 100A,027,10108774,2,M,BAH
ASC,PSYC, 100A,027,10106413,2,F,BAH
ASC,PSYC, 100A,028,10091591,2,F,BPHEH
ASC,PSYC, 100A,028,10089172,2,F,BPHEH
ASC,PSYC, 100A,028,10091295,2,M,BPHEH
ASC,PSYC, 100A,028,10086106,2,F,BAH
ASC,PSYC, 100A,028,10081369,2,F,BPHEH
ASC,PSYC, 100A,028,10094494,2,F,BPHEH
ASC,PSYC, 100A,028,10018483,2,F,BSCH
ASC,PSYC, 100A,029,10086629,2,F,BSCH
ASC,PSYC, 100A,029,10111189,2,M,BSCH
ASC,PSYC, 100A,030,10112940,2,M,BAH
ASC,PSYC, 100A,030,10103389,2,F,BAH
ASC,PSYC, 100A,031,10109156,2,F,BSCH
ASC,PSYC, 100A,031,10098232,2,F,BAH
ASC,PSYC, 100A,031,10096182,2,F,BSCH
ASC,PSYC, 100A,031,10083695,2,F,BSCH
ASC,PSYC, 100A,031,10094593,2,M,BSCH
ASC,PSYC, 100A,031,10093560,2,F,BSCH
ASC,PSYC, 100A,031,10086787,2,F,BSCH
ASC,PSYC, 100A,031,10097731,2,F,BAH
ASC,PSYC, 100A,031,10090471,2,F,BSCH
ASC,PSYC, 100A,031,06010247,2,M,UASC
ASC,PSYC, 100A,031,10100954,2,F,BAH
ASC,PSYC, 100A,031,10104516,2,F,BAH
ASC,PSYC, 100A,032,10094408,2,F,BSCH
ASC,PSYC, 100A,032,10106467,2,F,BAH
ASC,PSYC, 100A,032,10092859,2,M,BAH
ASC,PSYC, 100A,032,10102901,2,F,BSCH
ASC,PSYC, 100A,032,10106280,2,M,BAH
ASC,PSYC, 100A,032,10098987,2,F,BAH
ASC,PSYC, 100A,032,10089328,2,F,BSCH
ASC,PSYC, 100A,032,10097885,2,F,BSCH
ASC,PSYC, 100A,032,10099655,2,M,BSCH
ASC,PSYC, 100A,033,10100345,2,M,BCMPH
ASC,PSYC, 100A,033,10072874,2,M,BAH
ASC,PSYC, 100A,033,10085412,2,F,BAH
ASC,PSYC, 100A,033,10098638,2,M,BSCH
ASC,PSYC, 100A,033,10097681,2,F,BSCH
ASC,PSYC, 100A,033,10111019,2,F,BAH
ASC,PSYC, 100A,033,10112419,2,F,BAH
ASC,PSYC, 100A,033,10100114,2,M,BAH
ASC,PSYC, 100A,034,10094314,2,F,BSCH
ASC,PSYC, 100A,034,10090860,2,F,BAH
ASC,PSYC, 100A,034,10093257,2,F,BAH
ASC,PSYC, 100A,034,10097253,2,F,BAH
ASC,PSYC, 100A,034,10099036,2,F,BSCH
ASC,PSYC, 100A,034,10104402,2,F,BAH
ASC,PSYC, 100A,034,10096803,2,F,BSCH
ASC,PSYC, 100A,034,10098334,2,M,BAH
ASC,PSYC, 100A,034,10100842,2,F,BAH
ASC,PSYC, 100A,034,10090515,2,F,BAH
ASC,PSYC, 100A,034,10091126,2,F,BAH
ASC,PSYC, 100A,034,10111594,2,F,BSCH
ASC,PSYC, 100A,034,10100369,2,F,BSCH
ASC,PSYC, 100A,034,10059557,2,F,BSCH
ASC,PSYC, 100A,034,10100344,2,M,BSCH
ASC,PSYC, 100A,034,10111318,2,F,BAH
ASC,PSYC, 100A,034,10084613,2,F,BAH
ASC,PSYC, 100A,034,10096964,2,F,BSCH
ASC,PSYC, 100A,034,10109983,2,F,BSCH
ASC,PSYC, 100A,034,10091581,2,M,BSCH
ASC,PSYC, 100A,034,10100223,2,F,BAH
ASC,PSYC, 100A,034,10085914,2,F,BSCH
ASC,PSYC, 100A,034,10086172,2,F,BAH
ASC,PSYC, 100A,035,10096328,2,F,BAH
ASC,PSYC, 100A,035,10086693,2,F,BAH
ASC,PSYC, 100A,035,10093646,2,F,BAH
ASC,PSYC, 100A,035,10053792,2,F,BAH
ASC,PSYC, 100A,035,10114820,2,M,BAH
ASC,PSYC, 100A,035,10095992,2,F,BAH
ASC,PSYC, 100A,035,10042560,2,F,BAH
ASC,PSYC, 100A,035,10095468,2,F,BAH
ASC,PSYC, 100A,036,10091159,2,M,BAH
ASC,PSYC, 100A,036,10091676,2,F,BAH
ASC,PSYC, 100A,036,10089243,2,F,BAH
ASC,PSYC, 100A,036,10094941,2,F,BAH
ASC,PSYC, 100A,036,10091414,2,F,BAH
ASC,PSYC, 100A,036,10105929,2,F,BAH
ASC,PSYC, 100A,036,10070947,2,F,BSCH
ASC,PSYC, 100A,036,10095820,2,M,BAH
ASC,PSYC, 100A,036,10013579,2,F,BSCH
ASC,PSYC, 100A,036,10067032,2,F,BAH
ASC,PSYC, 100A,037,10100100,2,F,BSCH
ASC,PSYC, 100A,037,10090409,2,F,BSCH
ASC,PSYC, 100A,037,10086652,2,M,BAH
ASC,PSYC, 100A,037,10095833,2,F,BSCH
ASC,PSYC, 100A,037,10104458,2,F,BSCH
ASC,PSYC, 100A,037,10101703,2,F,BSCH
ASC,PSYC, 100A,037,10102104,2,F,BSCH
ASC,PSYC, 100A,038,10110109,2,F,BAH
ASC,PSYC, 100A,038,10094942,2,M,BSCH
ASC,PSYC, 100A,038,10107377,2,F,BAH
ASC,PSYC, 100A,038,10103816,2,M,BSCH
ASC,PSYC, 100A,039,10107114,2,F,BAH
ASC,PSYC, 100A,039,10104495,2,F,BAH
ASC,PSYC, 100A,039,10090836,2,F,BSCH
ASC,PSYC, 100A,039,10086523,2,F,BSCH
ASC,PSYC, 100A,039,10118640,2,M,BSCH
ASC,PSYC, 100A,039,10092710,2,F,BSCH
ASC,PSYC, 100A,039,10114529,2,F,BAH
ASC,PSYC, 100A,041,10049220,2,F,BAH
ASC,PSYC, 100A,041,10070953,2,F,BSC
ASC,PSYC, 100A,041,10102359,2,F,BSCH
ASC,PSYC, 100A,041,10066163,2,F,BSCH
ASC,PSYC, 100A,041,10092312,2,M,BAH
ASC,PSYC, 100A,041,10026023,2,F,BAH
ASC,PSYC, 100A,041,10055649,2,F,BAH
ASC,PSYC, 100A,041,10092606,2,F,BAH
ASC,PSYC, 100A,041,10094123,2,M,BSCH
ASC,PSYC, 100A,042,10045820,2,F,BMUS
ASC,PSYC, 100A,043,10096091,2,F,BSCH
ASC,PSYC, 100A,043,10091256,2,M,BSCH
ASC,PSYC, 100A,043,10096293,2,F,BAH
ASC,PSYC, 100A,043,10098539,2,F,BAH
ASC,PSYC, 100A,043,10095411,2,M,BSCH
ASC,PSYC, 100A,043,10093330,2,F,BAH
ASC,PSYC, 100A,043,10111716,2,F,BAH
ASC,PSYC, 100A,043,10095851,2,F,BAH
ASC,PSYC, 100A,043,10097892,2,F,BAH
ASC,PSYC, 100A,043,10093894,2,F,BAH
ASC,PSYC, 100A,043,10021999,2,M,BAH
ASC,PSYC, 100A,043,10105795,2,F,BSCH
ASC,PSYC, 100A,043,10090097,2,F,BAH
ASC,PSYC, 100A,043,10091461,2,M,BSCH
ASC,PSYC, 100A,043,10100047,2,F,BSCH
ASC,PSYC, 100A,043,10084723,2,F,BAH
ASC,PSYC, 100A,044,10106764,2,F,BAH
ASC,PSYC, 100A,044,10106345,2,F,BAH
ASC,PSYC, 100A,044,10104963,2,M,BSCH
ASC,PSYC, 100A,044,10103770,2,M,BAH
ASC,PSYC, 100A,044,10111459,2,F,BAH
ASC,PSYC, 100A,044,10097375,2,F,BAH
ASC,PSYC, 100A,044,10090526,2,F,BSCH
ASC,PSYC, 100A,045,10095822,2,F,BSCH
ASC,PSYC, 100A,045,10091752,2,F,BSCH
ASC,PSYC, 100A,045,10086937,2,F,BAH
ASC,PSYC, 100A,045,10100311,2,F,BAH
ASC,PSYC, 100A,045,10095543,2,F,BAH
ASC,PSYC, 100A,045,10099449,2,F,BAH
ASC,PSYC, 100A,045,10090862,2,F,BAH
ASC,PSYC, 100A,045,10097262,2,F,BAH
ASC,PSYC, 100A,045,10066835,2,M,BCMPH
ASC,PSYC, 100A,046,10098955,2,F,BAH
ASC,PSYC, 100A,046,10093364,2,F,BSCH
ASC,PSYC, 100A,046,10107264,2,F,BAH
ASC,PSYC, 100A,046,10085111,2,F,BNSC
ASC,PSYC, 100A,046,07400866,2,M,BAH
ASC,PSYC, 100A,046,10092380,2,F,BSCH
ASC,PSYC, 100A,046,10092834,2,F,BSCH
ASC,PSYC, 100A,046,10084605,2,F,BNSC
ASC,PSYC, 100A,046,10090489,2,F,BAH
ASC,PSYC, 100A,047,10067486,2,F,BNSC
ASC,PSYC, 100A,047,07401769,2,F,BNSC
ASC,PSYC, 100A,047,10085403,2,F,BNSC
ASC,PSYC, 100A,047,07314406,2,F,BNSC
ASC,PSYC, 100A,047,10054024,2,F,BNSC
ASC,PSYC, 100A,048,10091691,2,F,BSCH
ASC,PSYC, 100A,048,10089883,2,F,BAH
ASC,PSYC, 100A,048,10099881,2,F,BAH
ASC,PSYC, 100A,048,10097300,2,F,BAH
ASC,PSYC, 100A,048,10012592,2,F,BSCH
ASC,PSYC, 100A,048,10084257,2,F,BAH
ASC,PSYC, 100A,048,10102323,2,F,BAH
ASC,PSYC, 100A,048,10100670,2,F,BSCH
ASC,PSYC, 100A,048,10051840,2,F,BSCH
ASC,PSYC, 100A,048,10107275,2,M,BCMPH
ASC,PSYC, 100A,048,10096779,2,F,BAH
ASC,PSYC, 100A,048,10017048,2,F,BSCH
ASC,PSYC, 100A,048,10108838,2,F,BAH
ASC,PSYC, 100A,049,10042729,2,F,BAH
ASC,PSYC, 100A,049,06336070,2,F,BSCH
ASC,PSYC, 100A,049,10102245,2,F,BAH
ASC,PSYC, 100A,049,10096864,2,M,BSCH
ASC,PSYC, 100A,049,10094931,2,M,BAH
ASC,PSYC, 100A,049,10005462,2,F,BAH
ASC,PSYC, 100A,049,06349005,2,F,BAH
ASC,PSYC, 100A,049,10007427,2,F,BSCH
ASC,PSYC, 100A,049,10093824,2,M,BAH
ASC,PSYC, 100A,049,10099227,2,F,BSCH
ASC,PSYC, 100A,049,10092309,2,F,BSCH
ASC,PSYC, 100A,050,10090525,2,F,BSCH
ASC,PSYC, 100A,050,10091194,2,F,BAH
ASC,PSYC, 100A,050,06294963,2,F,BAH
ASC,PSYC, 100A,050,10107424,2,M,BAH
ASC,PSYC, 100A,050,10101694,2,F,BSCH
ASC,PSYC, 100A,050,10101192,2,F,BSCH
ASC,PSYC, 100A,050,10062073,2,F,BSCH
ASC,PSYC, 100A,050,10084816,2,F,BAH
ASC,PSYC, 100A,050,10064186,2,M,BAH
ASC,PSYC, 100A,051,10094735,2,F,BAH
ASC,PSYC, 100A,051,10095966,2,M,BCMPH
ASC,PSYC, 100A,052,10086659,2,F,BAH
ASC,PSYC, 100A,052,10092137,2,F,BSCH
ASC,PSYC, 100A,052,10086512,2,F,BAH
ASC,PSYC, 100A,052,10107236,2,F,BSCH
ASC,PSYC, 100A,052,10093793,2,F,BSCH
ASC,PSYC, 100A,052,10113834,2,M,BAH
ASC,PSYC, 100A,052,10104307,2,F,BAH
ASC,PSYC, 100A,053,10113600,2,F,BAH
ASC,PSYC, 100A,053,10091570,2,F,BAH
ASC,PSYC, 100A,053,10058621,2,F,BSCH
ASC,PSYC, 100A,053,10108125,2,F,BSCH
ASC,PSYC, 100A,053,10103764,2,F,BCMPH
ASC,PSYC, 100A,053,10090882,2,M,BSCH
ASC,PSYC, 100A,053,10090816,2,F,BSCH
ASC,PSYC, 100A,053,10048845,2,F,BAH
ASC,PSYC, 100A,053,10110315,2,F,BAH
ASC,PSYC, 100A,053,10097923,2,F,BAH
ASC,PSYC, 100A,054,10104437,2,F,BSCH
ASC,PSYC, 100A,054,10093015,2,F,BAH
ASC,PSYC, 100A,054,10049871,2,F,BSCH
ASC,PSYC, 100A,054,10100548,2,F,BAH
ASC,PSYC, 100A,054,10098645,2,M,BAH
ASC,PSYC, 100A,054,10075049,2,F,BAH
ASC,PSYC, 100A,054,10105638,2,F,BAH
ASC,PSYC, 100A,054,10067232,2,F,BA
ASC,PSYC, 100A,054,10099157,2,F,BAH
ASC,PSYC, 100A,054,10107100,2,M,BSCH
ASC,PSYC, 100A,054,10108311,2,F,BAH
ASC,PSYC, 100A,055,10097213,2,F,BNSC
ASC,PSYC, 100A,055,10099959,2,F,BNSC
ASC,PSYC, 100A,055,10096379,2,F,BNSC
ASC,PSYC, 100A,055,10098260,2,F,BNSC
ASC,PSYC, 100A,055,10096130,2,F,BNSC
ASC,PSYC, 100A,055,10095832,2,F,BNSC
ASC,PSYC, 100A,055,10095731,2,F,BNSC
ASC,PSYC, 100A,055,10094384,2,F,BNSC
ASC,PSYC, 100A,056,10104882,2,M,BSCH
ASC,PSYC, 100A,057,10089379,2,F,BSCH
ASC,PSYC, 100A,057,10086862,2,F,BAH
ASC,PSYC, 100A,057,10098177,2,F,BAH
ASC,PSYC, 100A,057,10105951,2,F,BSCH
ASC,PSYC, 100A,057,10085968,2,F,BSCH
ASC,PSYC, 100A,057,10093917,2,F,BAH
ASC,PSYC, 100A,057,10092204,2,F,BSCH
ASC,PSYC, 100A,057,10114605,2,F,BSCH
ASC,PSYC, 100A,057,10113902,2,M,BCMPH
ASC,PSYC, 100A,057,10085952,2,F,BSCH
ASC,PSYC, 100A,057,10116019,2,F,BAH
ASC,PSYC, 100A,057,10091759,2,F,BSCH
ASC,PSYC, 100A,057,10093939,2,F,BSCH
ASC,PSYC, 100A,057,10104083,2,M,BSCH
ASC,PSYC, 100A,057,10090767,2,M,BSCH
ASC,PSYC, 100A,057,10066620,2,F,BAH
ASC,PSYC, 100A,058,10092261,2,F,BAH
ASC,PSYC, 100A,058,10111513,2,F,BAH
ASC,PSYC, 100A,058,10092449,2,F,BSCH
ASC,PSYC, 100A,058,10050903,2,F,BSC
ASC,PSYC, 100A,058,10096951,2,F,BAH
ASC,PSYC, 100A,058,10098233,2,F,BAH
ASC,PSYC, 100A,059,10090182,2,F,BAH
ASC,PSYC, 100A,059,10093483,2,F,BAH
ASC,PSYC, 100A,059,10091123,2,F,BAH
ASC,PSYC, 100A,059,10093639,2,F,BAH
ASC,PSYC, 100A,059,10093950,2,M,BAH
ASC,PSYC, 100A,059,10098659,2,M,BAH
ASC,PSYC, 100A,059,10107110,2,F,BAH
ASC,PSYC, 100A,060,10094729,2,F,BAH
ASC,PSYC, 100A,060,10107980,2,F,BAH
ASC,PSYC, 100A,060,10101002,2,M,BSCH
ASC,PSYC, 100A,060,10090091,2,F,BAH
ASC,PSYC, 100A,060,10107353,2,F,BSCH
ASC,PSYC, 100A,060,10090513,2,F,BSCH
ASC,PSYC, 100A,060,10108053,2,F,BAH
ASC,PSYC, 100A,060,10085992,2,F,BSCH
ASC,PSYC, 100A,060,10059005,2,M,BAH
ASC,PSYC, 100A,060,10092465,2,M,BAH
ASC,PSYC, 100A,060,10094712,2,F,BSCH
ASC,PSYC, 100A,060,10084712,2,F,BAH
ASC,PSYC, 100A,060,10081160,2,F,BAH
ASC,PSYC, 100A,060,10103934,2,F,BAH
ASC,PSYC, 100A,061,10093489,2,F,BAH
ASC,PSYC, 100A,061,10097027,2,M,BSCH
ASC,PSYC, 100A,061,10084563,2,F,BSCH
ASC,PSYC, 100A,061,10091065,2,F,BSCH
ASC,PSYC, 100A,061,10089357,2,F,BAH
ASC,PSYC, 100A,061,10085237,2,F,BSCH
ASC,PSYC, 100A,061,10039151,2,F,BA
ASC,PSYC, 100A,061,10101369,2,F,BAH
ASC,PSYC, 100A,061,10096946,2,F,BSCH
ASC,PSYC, 100A,063,06326619,2,M,BSCE
ASC,PSYC, 100A,063,10099005,2,F,BAH
ASC,PSYC, 100A,063,10093399,2,F,BSCH
ASC,PSYC, 100A,063,10109084,2,F,BAH
ASC,PSYC, 100A,063,10086464,2,F,BAH
ASC,PSYC, 100A,064,10104972,2,F,BSCH
ASC,PSYC, 100A,064,10023265,2,F,BAH
ASC,PSYC, 100A,064,10094611,2,M,BAH
ASC,PSYC, 100A,064,10093728,2,F,BFAH
ASC,PSYC, 100A,064,10103436,2,F,BAH
ASC,PSYC, 100A,065,10084848,2,F,BSCH
ASC,PSYC, 100A,065,10092072,2,M,BSCH
ASC,PSYC, 100A,065,10085978,2,F,BAH
ASC,PSYC, 100A,065,10094447,2,F,BAH
ASC,PSYC, 100A,065,10086424,2,F,BSCH
ASC,PSYC, 100A,065,10098263,2,F,BAH
ASC,PSYC, 100A,066,10093341,2,F,BSCH
ASC,PSYC, 100A,066,10089607,2,F,BAH
ASC,PSYC, 100A,066,10097915,2,F,BAH
ASC,PSYC, 100A,066,10107335,2,F,BFAH
ASC,PSYC, 100A,066,10086614,2,F,BSCH
ASC,PSYC, 100A,066,10101401,2,F,BAH
ASC,PSYC, 100A,066,10104015,2,F,BAH
ASC,PSYC, 100A,066,10064762,2,M,BSCH
ASC,PSYC, 100A,066,10089331,2,F,BAH
ASC,PSYC, 100A,066,10104115,2,M,BSCH
ASC,PSYC, 100A,066,10091378,2,F,BAH
ASC,PSYC, 100A,066,10102746,2,F,BAH
ASC,PSYC, 100A,066,10021141,2,F,BSCH
ASC,PSYC, 100A,066,10108598,2,M,BAH
ASC,PSYC, 100A,066,10112331,2,F,BAH
ASC,PSYC, 100A,066,10050135,2,F,BAH
ASC,PSYC, 100A,066,10092490,2,F,BAH
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,, ,,,,,
